app_id,app_name,developer,category_scraped,project_category,avg_rating,total_ratings,total_reviews,installs,description,summary,content_rating,android_version,app_version,updated_on,released_on,size,pricing_model,price_usd,offers_iap,free,url,icon_url,genre_id,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,scraped_at
com.storyflux.app,TaleStitch - AI Story Writing,Buffer Labs Studio,Productivity,Generative Text / Chatbots,4.2325583,89,13,6591,"Introducing TaleStitch 📚, the innovative storytelling platform that blends human creativity with AI technology. Dive into a world where imagination knows no bounds as you craft mesmerizing narratives powered by advanced artificial intelligence.

With TaleStitch, storytelling becomes an immersive experience like never before. Share your plot ideas 🌟 and images, then watch as our AI story generator weaves them into full-fledged stories 📖, rich in detail and depth. Whether you're a seasoned writer or just starting out, our intuitive interface makes it easy to bring your ideas to life and share them with a like-minded community of storytellers.

Key Features:
AI Story Generation: 🧠

Craft captivating stories with just a genre and a prompt.
Flexibility to edit and refine your AI-generated stories before publishing ensures they match your vision.
Collaborative Writing: ✍️

Engage with other users by expanding on their stories and exploring new narrative possibilities together.
Fu",Create AI-generated stories with TaleStitch. Join our creative community today!,Teen,,22.5.3,1764484729.0,"May 22, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.storyflux.app&hl=en&gl=us,https://play-lh.googleusercontent.com/_CBXulImJRGoN1C8WUWMo7ZXfOadbJ5KVj7y8f2GQl-5frOphMtwWEDfyhYvAinR5AdW,PRODUCTIVITY,12,0,4,10,62,2026-02-21T08:02:53.115345
co.appnation.storygenerator,AI Story Generator - Story AI,HEYOS,Books & Reference,Generative Text / Chatbots,3.6470587,112,3,9600,"Story AI is a revolutionary reading app that has taken the literary world by storm! With our advanced artificial intelligence technology, you can access popular werewolf and billionaire romance goodnovels while also enjoying unique and personalized stories crafted just for you.

Designed for avid readers and story enthusiasts alike, Story AI features a vast collection of goodnovels that cater to romance lovers. Our sleek and user-friendly interface makes it easy to navigate through a wide range of captivating tales. Whether you want to immerse yourself in an extensive library of werewolf romance goodnovels filled with action and passion or explore billionaire romance stories that delve into love amidst wealth and power, Story AI has something for everyone.

What sets Story AI apart is our innovative Interactive AI Story feature. With just a few taps, you can embark on unique adventures where your choices shape the narrative. Our AI responds to your decisions in real-time, creating ","AI story for interactive roleplay, fantasy novel generator, fanfiction stories",Everyone,,1.0.5,1761039659.0,"Jan 31, 2025",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=co.appnation.storygenerator&hl=en&gl=us,https://play-lh.googleusercontent.com/ZCBufmfEAUdZvJ-LT52DFGWPs8GA3-6fWevG3TX4wTnL4gSCNR_YPdRuD9a04jKwtfg,BOOKS_AND_REFERENCE,26,0,13,19,52,2026-02-21T08:02:55.538193
com.fableapp,Fable: The AI Story Generator,WB Tech Ventures LLC,Books & Reference,Generative Text / Chatbots,4.5581393,164,9,7955,"Fable is the AI-powered storytelling app that transforms your child’s imagination into captivating storybooks, complete with stunning illustrations, lifelike narration, dialog, and even music. Whether it’s a cozy bedtime story, a warm campfire tale, or an epic adventure full of heroes and villains, Fable makes storytelling easy, fun, and unforgettable.

🌟 How Fable Works:

🔸 Create a Character
Upload a photo or let Fable generate a character for you. Make them look like yourself, someone you know, or something entirely imagined. Step into the story as the hero, the villain, a brave knight, or an adventurous explorer - the possibilities are endless.

🔸 AI-Powered Story Creation
Begin with a short idea or prompt, and Fable’s storytelling engine expands it into a thoughtful adventure with memorable characters, meaningful lessons, and beautifully consistent artwork.

🔸 Dialog & Music
Hear your characters speak with expressive, lifelike voices. Let them hold conversations, narrat",Personalized AI stories for all ages! Be the star of your story with Fable.,Everyone,,3.3.0,1771221037.0,"Mar 23, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.fableapp&hl=en&gl=us,https://play-lh.googleusercontent.com/g5bf_-6zZKy7In73vSNBFujhrawR5N4fjXodc7NuNMNOf9VC8A9uRBs824B1n-UZJYd7DkenWYVzQPStG28y,BOOKS_AND_REFERENCE,7,3,7,15,129,2026-02-21T08:02:57.452333
ai.okudu.read,Okudu AI - Create Stories,Okudu,Books & Reference,Generative Text / Chatbots,4.42,865,213,44046,"Unlock your imagination with Okudu, the personalized reading platform.

Dive into a world of limitless possibilities where stories come alive! With just a few taps, create stories tailored to your preferences or explore an endless world of fiction. Okudu is your gateway to personalized, AI-powered storytelling that entertains, educates, and sparks creativity.

WHY CHOOSE OKUDU?

✨ Personalized Stories, Instantly
Okudu uses advanced AI to generate stories uniquely crafted for you. Choose genres, define characters, or specify moral values you want to emphasize, and let Okudu create a story that fits perfectly into your world.

👨‍👩‍👧‍👦 Stories for Bedtime
Looking for stories that engage your little ones? Okudu crafts content that is age-appropriate, entertaining, and safe for your little ones—ensuring both fun and peace of mind for parents.

🎤 Listen and Learn
Okudu also supports listening! Enjoy listening to stories with word-by-word highlighting, perfect for helping improve","Discover unlimited AI fiction, or create your own stories in just a minute.",Teen,,1.2.19,1771512627.0,"Jan 28, 2025",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.okudu.read&hl=en&gl=us,https://play-lh.googleusercontent.com/TAakLeATGfyJNxUYqm6rrJDzMdfmjaMyVH3zLcssW5kzmSv9P79Q_9ZhUvZgkySesg,BOOKS_AND_REFERENCE,24,50,50,138,596,2026-02-21T08:03:00.805694
com.app.ai.novel.writer,AI Novel Writer - Write Novels,chat ai,Productivity,Generative Text / Chatbots,4.36,685,40,35356,"Introducing the revolutionary Novel Writer app, the ultimate tool for aspiring and experienced writers alike. With its innovative features and user-friendly interface, this app is designed to revolutionize the way you approach novel writing and boost your creative output. Whether you're a seasoned author or just starting on your literary journey, the Novel Writer app is your go-to companion, providing unparalleled assistance and inspiration every step of the way.

Here are the major benefits of the Novel Writer app:

1. Streamlined Writing Process: The Novel Writer app streamlines the entire novel writing process, from brainstorming ideas to outlining plot points and developing well-rounded characters. Its intuitive interface allows you to effortlessly organize your thoughts, ensuring a structured and coherent narrative.

2. Comprehensive Novel Generator: With the built-in novel generator, the app provides you with a vast array of story prompts, plot twists, and character arcs. T",AI Novel writer helps you write better novels with great ideas,Everyone,,1.5.0.0,1758048556.0,"Jun 12, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.app.ai.novel.writer&hl=en&gl=us,https://play-lh.googleusercontent.com/2r68C5rbnRMMvtDA163d05ddxN8ZNvsx6eERMT8rVm_bNbD5fsmm2LRmoODONaZuK04,PRODUCTIVITY,52,12,39,95,479,2026-02-21T08:03:03.898015
com.app.ai.social.content,Social Media Content Generator,Conquer App,Business,Generative Text / Chatbots,4.41,1036,12,32107,"Boost your social media presence effortlessly with the AI Social Media Content Generator! Whether you need to create engaging posts for LinkedIn, Instagram, Facebook, Quora, TikTok, Twitter, Reddit, Tumblr, or Pinterest, this powerful app has you covered.

Key Features:
📌 Create Stunning LinkedIn Posts: Craft professional and attention-grabbing content to enhance your LinkedIn profile and connect with your network effectively.

📷 Share Eye-Catching Instagram Content: Generate visually appealing posts that will captivate your Instagram followers and boost your engagement.

👍 Engage Your Audience on Facebook: Craft compelling Facebook posts that resonate with your audience and increase your brand's visibility.

💡 Share Valuable Insights on Quora: Generate insightful and informative content for Quora, positioning yourself as an expert in your field.

🕺 Get Creative on TikTok: Create fun and viral TikTok content that will help you gain followers and make your mark in the TikTok ",Elevate your Social Media Content with AI Social Media Content Generator,Everyone,,1.5.0.0,1739473356.0,"Jan 19, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.app.ai.social.content&hl=en&gl=us,https://play-lh.googleusercontent.com/groPhR9hm9qjgY0eJQZmqPO6aP5dPVNdcqKoi3v6Xcx9wVZnRWFdGNEaqTgd4zylMg,BUSINESS,71,10,82,123,738,2026-02-21T08:03:07.567698
com.ai.polyverse.spell.pro,Spellai - AI Art Maker,POLYVERSE INC.,Art & Design,Generative Text / Chatbots,4.1835017,30836,1144,1168436,"Ready to enter the AI world? Spellai is a user-friendly app that effortlessly turns your words into captivating photos and drawings. With its AI Chat feature, you can enjoy engaging conversations and have your AI friends generate stunning images on the spot. Prepare to be amazed by the breathtaking image quality!

👩‍🎨‍ Create Images While Chatting
Your conversations are no longer just text! Chat with your AI friends, describe a scene, a character, or even a mood, and watch as the app instantly transforms your words into stunning, high-quality images. Whether it’s a dreamy illustration, a vibrant portrait, or a custom wallpaper, your imagination is the only limit. Make every chat a creative adventure!

📝 Text to AI Art
With our powerful AI editor, you can quickly and easily transform your text into unique photos, from anime-inspired drawings to lifelike photos. Without any experience and skill, you can paint your dream and proudly share these AI arts on social media.

🍌 Chat Edi","Text to Image, Image to Video & AI Chat",Mature 17+,,2.0.3,1770118139.0,"Feb 8, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.ai.polyverse.spell.pro&hl=en&gl=us,https://play-lh.googleusercontent.com/b_RK3VgUDbMD2mQAbV9JrNeMaE82Jkbhic2Q7gx-NBbyD9fA-AZuF_Qq2P-BMTtPgkxThoBeostUc4J8Kv28Tw,ART_AND_DESIGN,3788,672,2438,3110,20814,2026-02-21T08:03:10.626361
kling.ai.video.chat,Kling AI: AI Image&Video Maker,Lohas Games Pte. Ltd.,Art & Design,Generative Text / Chatbots,4.587473,286702,1976,14668267,"Kling AI is a next-generation AI creative studio, highly praised by creators worldwide. Powered by Kling large model and Kolors large model, it enables video and image generation and editing. Here, you can unleash your imagination, or get inspired from fellow creators to bring your ideas to life.

Key features of Kling AI:
● AI video generation: Supports Text-to-Video and Image-to-Video generation. Simply input a text prompt or image, and watch your ideas come to life in high-quality video up to 1080P resolution. The video extension feature allows you to generate creative content up to 3 minutes long.
● AI image generation: Supports Text-to-Image and Image-to-Image generation. Generate creative images in various dimensions and styles from text prompts or reference images. You can also convert an image into a video effortlessly with a single click.
● Community: Browse works from other users for inspiration, and collaborate with well-known AI creators to spark new ideas.
● Clone & ",Kling AI is an image and video generation and editing studio powered by AI.,Teen,,3.1.21.283,1770956129.0,"Jan 20, 2025",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=kling.ai.video.chat&hl=en&gl=us,https://play-lh.googleusercontent.com/JOfjXqsShK8j1aGBc1xlHBnatoRKRwLsGuoFZUAvKksaEPvK71eLwSg4FbKlky9Es-s,ART_AND_DESIGN,15667,2671,8247,30953,229098,2026-02-21T08:03:13.143455
ai.aiart.aiartgenerator.creart,AI Image Generator - CreArt,Yawai,Art & Design,Generative Text / Chatbots,4.2690196,95963,2279,2862940,"CreArt: AI Image Generator & AI Photo Editor. 

FAST. POWERFUL. UNLIMITED
Discover CreArt AI Art Generator, the all-in-one AI Image Generator and AI Photo Editor that lets you create, edit, and transform images like never before. Whether you want to design digital art, make a quick photo edit, or explore your imagination in an image playground, CreArt gives you the power of a next-generation AI photo generator in your pocket. 

TURN TEXT INTO IMAGE
CreArt is an innovative AI Image Generator that transforms written text into stunning visuals in seconds. Inspired by tools like Midjourney, Stable Diffusion, Dall-e 2 and Jasper Art and Craiyon AI Image Generator, it allows you to generate unique AI pictures and AI generated art with just a prompt. Write your idea, and our AI Picture Generator will generate AI images that match your vision. From hyperrealistic images to wallpapers, CreArt is your ultimate AI photo creator.

AI PHOTO EDITOR: Smart Tools to Enhance & Transform
CreArt","AI Photo Generator - Create AI Art, AI Picture & AI Generated Images instantly!",Teen,,2.7.2,1771186364.0,"Aug 8, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.aiart.aiartgenerator.creart&hl=en&gl=us,https://play-lh.googleusercontent.com/rV5ySn37t1uao9pSk9GeW3nTC4SvJYqBB-VX3m52oHM3KZlXPvfR_GW4SkizLg60XM4,ART_AND_DESIGN,9781,2481,5791,11960,65926,2026-02-21T08:03:16.570114
ai.mainfunc.genspark,Genspark AI Workspace,Genspark,Tools,Generative Text / Chatbots,4.632,25677,209,1370279,"Genspark is your All-in-One AI workspace that puts busywork on autopilot. Just prompt it, and let Genspark handle the rest.
 
SUPER AGENT
• Ask anything, get answers quickly and accurately
• Autonomously researches topics and collects comprehensive info for you
• Generates stunning images, videos, and audio with simple prompts
 
AI SLIDES
• Just prompt it, autonomously creates boardroom-quality decks
• Auto-researches and enriches content to deepen your presentations without manual effort
 
AI SHEETS
• Just prompt it, and Excel runs on autopilot—auto-collects info, auto-builds formulas, auto-builds templates
• From raw data to insights in seconds
 
AI DOCS
• Just prompt it, autonomously drafts professional docs
• Hundreds of intelligent templates adapt to your needs, not rigid constraints
 
AI DEVELOPER
• Just prompt it, autonomously builds websites, native apps, and games
• Full GitHub integration for development workflows with code editing and pull requests
 
A",Autopilot Your Busywork,Everyone,,2.7.5,1770405622.0,"Mar 19, 2025",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.mainfunc.genspark&hl=en&gl=us,https://play-lh.googleusercontent.com/eL-phQCOfvhdKFir0y6deLKcALuWuUUBQIKh4ocn70ybvCgtALjJUYPjJkZmzaeu9SU,TOOLS,1013,396,595,2865,20739,2026-02-21T08:03:19.516471
com.vyroai.aiart,AI Image Generator: ImagineArt,ImagineArt,Art & Design,Generative Text / Chatbots,4.156762,407500,9624,25595258,"ImagineArt: Your All-in-One AI Art Design Studio

Discover the easiest way to create stunning visuals like images, logos, posters, flyers, stickers, and more with the power of Generative AI! Whether it’s for business, personal use, or just for fun, ImagineArt empowers everyone to design anything from anywhere. 

IMAGINE IT. TYPE IT. GENERATE IT.
Bring your creative ideas to life with our AI Image Generator and AI Art Generator. Create content like logos, portraits, stickers, social media posts, YouTube banners, wallpapers, t-shirt designs and even memes in seconds using simple prompts. Generate multiple results, customize styles and sizes, and adjust colors or effects to get the perfect result. As a powerful AI photo generator, ImagineArt creates highly realistic and professional visuals, comparable to tools like MidJourney and DALL-E. 

100+ CATEGORIES OF AI TEMPLATES
Kickstart your creativity with hundreds of AI-generated templates tailored to your needs. Perfect for creating","Create Logos, Tattoos, AI Art & more with our AI Photo Generator & Design Editor",Teen,,7.4.4,1771433689.0,"Nov 25, 2022",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.vyroai.aiart&hl=en&gl=us,https://play-lh.googleusercontent.com/IoNkQjuhcmDHmzAV1tqSdSvgWN_p7OdoN3_XpeWNJfa9whsui01JpaDAZ3PRcSZR4-_ONdU7385jJ7ZkFI_Q4Q,ART_AND_DESIGN,57721,8973,23374,39027,278381,2026-02-21T08:03:21.893023
com.openai.sora,Sora by OpenAI,OpenAI,Social,Generative Text / Chatbots,4.5767145,120207,11851,3489964,"Turn your ideas into videos and drop yourself into the action.

Sora is a new kind of creative app that turns text prompts and images into hyperreal videos with sound using the latest advancements from OpenAI. A single sentence can unfold into a cinematic scene, an anime short, or remix of a friend's video. If you can write it, you can see it, remix it, and share it. Turn your words into worlds with Sora.

Explore, play, and share your imagination in a community built for experimentation.

What’s possible with Sora

Create Videos in Seconds
Start with a prompt or image and Sora generates a complete video with audio inspired by your imagination.

Collaborate & Play
Cast yourself or your friends in videos. Remix challenges and trends as they evolve.

Choose Your Style
Make it cinematic, animated, photorealistic, cartoon, or entirely surreal.

Remix & Make It Yours
Take someone else’s creation and put your spin on it - swap characters, change the vibe, add new scenes, or",A video app from OpenAI - AI video generation by the maker of ChatGPT,Teen,,1.2026.049,1771566281.0,"Nov 4, 2025",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.openai.sora&hl=en&gl=us,https://play-lh.googleusercontent.com/ZADfyDpLoUH0U4yuzt54hA9i7qiJKuuFAE0OR5C7QSOcBMKc9JGlsR8uGhputFgjE5_wMUMFwuRKHAjn-EsDsw,SOCIAL,6029,1990,4893,10998,96290,2026-02-21T08:03:24.627739
io.invideo.ai,invideo AI: AI Video Generator,invideo INC,Video Players & Editors,Generative Text / Chatbots,4.1573224,130213,2940,7071637,"Invideo AI is a fun & fast way to create AI videos without needing to learn new skills. This powerful AI video maker is loved by first time creators & pros! This is your power to play.

「AI videos」
Create explainers, promos, ads, stories with our AI video generator. Make full-length videos with script, generative media, captions, voiceovers, music & effects in 50+ languages.

「AI movies」
AI movie maker tools to generate full-length AI films & documentaries in different creative styles.

「AI Text-to-video」
Convert prompts into full scenes and visualise your script with AI script to video capabilities.

「AI Avatars」
Create your AI twin with express avatars. Make training videos, onboarding walkthroughs and product explainers — all with your AI twin. Skip studios, delays, inconsistent delivery — just drop your script, and hit generate. Create your AI avatar with your recorded video or your YouTube link.

「AI voice cloning」
Clone just your voice to make faceless videos for y",Create & edit videos with AI,Teen,,4.4.28,1770215962.0,"May 19, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=io.invideo.ai&hl=en&gl=us,https://play-lh.googleusercontent.com/-1kFpnKJcOkQWLSCwGi5HX6bp_hFvEHqrC_pvb7lqbeO-sVJo_hH6SHNqVxjDB2f8Iw,VIDEO_PLAYERS,18189,3479,6311,13831,88367,2026-02-21T08:03:26.514301
org.ai.create.filter,Creati：AI Image Video Maker,Mojio AI Photo Generator,Art & Design,Generative Text / Chatbots,3.809013,76410,988,10151985,"Looking for a powerful AI video generator to create viral content fast?
Meet Creati AI — the video generator with 1000+ ready-to-use viral video templates for e-commerce and social media

Just upload your product image, pick a template, and generate scroll-stopping videos in seconds. From UGC clips to product ads, Creati AI gives you studio-quality results without the studio.

What you can make with Creati AI :

Template-Based Video Creation
Save time with thousands of creative templates. Perfect for e-commerce ads, social media, and product showcases. Simply drop in your product photos and let Creati do the rest.

Text to Video
Turn any text or idea into a professional video. Creati AI adds visuals, effects, and dynamic styles — all in one click.

Image to Video
Convert product photos into high-quality ads. Powered by Google’s Veo 3 AI model, generate engaging video clips instantly.

UGC Videos
Produce ultra-realistic spokesperson, selfie-style, and review videos with",Create viral product videos in seconds with 1000+ ready-to-use templates,Everyone,,2.76.1,1765451923.0,"Nov 30, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=org.ai.create.filter&hl=en&gl=us,https://play-lh.googleusercontent.com/vSzioKIdp0JC2FwBR_J0FL0KeiJpkrX09ydhstp8mYbiMlBNOiVEhu_vgubqJEdtpBs,ART_AND_DESIGN,18843,1625,2609,5400,47864,2026-02-21T08:03:29.229749
ai.video.generator,AI Video - AI Video Generator,HubX,Photography,Generative Text / Chatbots,4.5283313,649992,5902,10950193,"AI Video – Smart AI Video Generator, Creator, and Maker for Everyone

AI Video is an all-in-one AI video generator, creator, and maker that lets anyone generate high-quality animated videos from text and images, with features like polaroid filter videos and character actions in just a few steps.

Designed for creators, marketers, educators, and storytellers, AI Video simplifies the video creation process by combining powerful AI generation tools with an intuitive editing experience.

With AI Video, you can generate stunning visuals from a simple prompt or turn static photos into dynamic, expressive videos. Whether you want to explain an idea, promote a product, or just tell a story, AI Video empowers you with a complete AI video creation toolkit.

✨ AI Video Generator Features Include:
• AI text to video generator that transforms your ideas into animated scenes
• Image to video creator that brings still images to life with motion and expression
• Photo to video generator fea",Use AI Video Generator to turn your words to ai generated videos.,Teen,,2.6.7,1771247241.0,"Mar 27, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.video.generator&hl=en&gl=us,https://play-lh.googleusercontent.com/S1HnLd2oSmYrKB0S9s2_kiT1uq1Wnl0KzbGq6JHrCdfkYFI4azPPSrBGJ5Xm47OQ9Q,PHOTOGRAPHY,39269,7439,30909,65292,507046,2026-02-21T08:03:30.990371
com.codemajik.writemaster,WriteMaster AI Content Writer,Info Services,Productivity,Generative Text / Chatbots,3.52,627,52,320678,"WriteMaster is an artificial intelligence app that offers an innovative approach to content creation and writing assistance. The app's AI content writer and content generation features are ideal for content creators, marketers, and bloggers looking to streamline their content creation process. With its sophisticated algorithms and GPT-3-powered content generation, the app makes it easy to create high-quality, unique content in a matter of seconds. Whether you're writing a blog post, article, or social media content, App's pre-built prompts and user-friendly interface make it easy to produce engaging and original content. And with AI-generated text, you can be confident that your writing is grammatically correct and free from spelling errors.

WriteMaster is a smart writing app that combines content automation, content generation, and openai chat functionality to create a one-of-a-kind user experience. With its artificial intelligence app and AI writing assistant. The app's GPT chat f",WriteMaster - AI Content Writer power of OpenAI chat GPT chat ai writing gptchat,Everyone,,1.0.50,1701447259.0,"Feb 17, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.codemajik.writemaster&hl=en&gl=us,https://play-lh.googleusercontent.com/JIj_W7ppXN3B9Gv3uqkcaIPPzvuEwJBVDwOR023HXh0Aj_BIY7oJapMKZYhyJKAKZg,PRODUCTIVITY,155,42,42,80,300,2026-02-21T08:03:32.752096
ai.leonardo.leonardo,Leonardo.Ai - Image Generator,Leonardo.Ai,Art & Design,Generative Text / Chatbots,4.7064776,70224,900,7662197,"LEONARDO.AI - AI IMAGE & VIDEO GENERATOR
Leonardo.Ai is a powerful AI art generator that lets you create stunning visuals and videos using world-class AI models. Whether you’re exploring AI art, generating images, or directing cinematic short films, Leonardo.Ai gives you pro-level creative tools on your Android device and supports your entire creative workflow.

AI IMAGE GENERATOR
Create unique AI art with our free AI art generator designed for speed and creative control. Our AI image generator lets you rapidly explore styles, concepts, and aesthetics using leading AI models, including Nano Banana by Google, GPT image models from OpenAI, and Leonardo’s own state-of-the-art technology. Perfect for artists, designers, marketers, and creators looking for an AI image creator that delivers professional results.


AI VIDEO GENERATOR
Leonardo.Ai also offers a powerful AI video generator and AI video maker for creating animated scenes, cinematic content, and social media videos. Use a ",Create stunning art with AI.,Teen,,2.0.3,1771392269.0,"Sep 11, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=ai.leonardo.leonardo&hl=en&gl=us,https://play-lh.googleusercontent.com/Jx8Rrv1fZMfGlDaBi7d5g4icXiIZFYW88UvhgGjNJFroRiNy0FzS8PGzKF2TAjRfj1V2novHEOzOm9AdMEpYtA,ART_AND_DESIGN,3692,416,991,2557,62536,2026-02-21T08:03:36.468923
free.ai.photo.generator.collart.ai,AI Video Generator: Collart AI,Shotcut Video Workshop,Photography,Generative Text / Chatbots,3.8431373,13251,300,2459514,"Create stunning AI videos & photos for <b>FREE</b> — <b>Collart AI</b>.
Collart is an all-in-one AI video generator and AI photo generator. Text, ideas, photos, or selfies turn into cinematic AI videos and AI images in seconds in the AI app.

Powered by <b>Kling 3.0</b>, <b>Sora AI</b>, and <b>Veo3.1</b>, Collart delivers high-quality, viral-ready results with ease. <b>Dreamina AI Seedance 2.0</b> will soon be integrated.

Explore all trending AI effects and filters in one app. No skills needed, no complicated steps — just upload, choose a style, and let Collart do the magic.

What Can You Do with Collart AI App?
Collart is a powerful AI video generator and AI photo generator that lets you create AI video easily — from image to video AI and text to video, to cinematic AI movie maker results.
🎥 AI Image to Video – Animate Your Photos
Turn any photo into smooth, lifelike AI video using our advanced AI video generator. This AI video maker adds natural motion, depth, and emotion ",Free AI video maker & Photo Generator: ai image to video powered by Sora & Kling,Everyone,,2.8.4,1770888049.0,"Apr 2, 2024",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=free.ai.photo.generator.collart.ai&hl=en&gl=us,https://play-lh.googleusercontent.com/2r05kofvWTtb6jkqprcA3KQr_YoklyOWJtIYzppsLc6PYG7xrjcx66UdFN59Q4CtRGY,PHOTOGRAPHY,3116,505,375,505,8698,2026-02-21T08:03:39.478057
com.tesseractmobile.aiart,monAI - AI Art Generator,Tesseract Mobile LLC,Art & Design,Generative Text / Chatbots,4.54,3729,1093,172402,"Unlock your artistic power with MonAI, your source for fast, unlimited, free AI art!
1) Just enter a prompt. Steampunk captain. Puppy riding a bike. What do you want to create? 
2) Select a style. Anime, Photorealistic, Digital Painting…so many great looks!
3) Tap the Create button. Your art will be ready in seconds!

Feel like Monet with MonAI, the AI art creator powered by Stable Diffusion. Scroll through the Home feed for ideas and inspiration. See something you like? Tap the edit button to customize it or see it with your favorite subject. MonAI is similar to Midjourney, but free.

Want to dive deeper? MonAI has great features in the advanced menu, starting with an easy Keyword selector. Looking for new ideas? Look no further.

Create art from images! Start from a photo or make a drawing to guide the AI. 

Use negative prompts to fine tune your images and remove things you don’t want.

Several image sizes to choose from. Create a custom wallpaper for your phone!

Lot","Create stunning AI art from text & photos. It's fast, easy and unlimited!",Teen,,1.0.919-release,1767283662.0,"Nov 21, 2022",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.tesseractmobile.aiart&hl=en&gl=us,https://play-lh.googleusercontent.com/yXmb1Y1hyYIf4CMqjcov2B_kHDYRjDoIApnGjjgkuaW1i605LxexhWfOkgsYFhTgDA,ART_AND_DESIGN,223,88,88,372,2953,2026-02-21T08:03:42.319207
io.elevenlabs.coreapp,ElevenLabs: AI Voice Generator,Eleven Labs Inc,Music & Audio,Generative Text / Chatbots,4.7040358,53775,410,3120608,"Creators, are you looking for an edge over the competition?  No microphones, no re-takes, just seamless quality <b>AI audio</b>. 

Welcome to ElevenLabs, the leading <b>AI voice generator</b> app designed for content <b>creators</b>, <b>influencers</b> and <b>professionals</b>. By delivering human-like AI voices, ElevenLabs lets you bring your ideas to life on <b>TikTok</b>, <b>Instagram</b>, <b>YouTube Shorts</b> and more with the highest-quality AI text to voice generator available anywhere.

Using our state-of-the-art <b>AI voice generator</b>, you can trust that your voiceovers, <b>AI narration</b> or social media content resonates with your audience.  With ElevenLabs, creators get lightning fast <b>text-to-speech</b> AI audio from script to share in seconds using our bright, intuitive interface that is tailored for creative lives.

<b>WHAT CAN CREATORS DO WITH ELEVENLABS?</b>
<ul>
<li>Choose from an enormous selection of premium AI voices</li>
<li>Create, edit and publish",The leading AI text to voice app designed for content creators and influencers,Everyone,,0.0.58,1771524544.0,"Jun 24, 2025",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=io.elevenlabs.coreapp&hl=en&gl=us,https://play-lh.googleusercontent.com/IfDXcz9qW5GY7uBewrt4tqpk5qCmuQm_b2jWqUDwqndTzsLNBpEqW82t7fNqFq0xIg-IrGhbIMIvAyUiJfFN,MUSIC_AND_AUDIO,1667,721,1194,4578,45563,2026-02-21T08:03:45.067395
com.cyberlink.vividai,MyEdit: AI Image Generator,Cyberlink Corp,Art & Design,Generative Text / Chatbots,3.3069308,2210,116,722522,"MyEdit — Step into a world of limitless imagination! 

Get ready for some serious fun with MyEdit, the most powerful AI Art Generator and Photo Editor App on the market. Whether you're an aspiring artist or simply looking to add a touch of magic to your digital content, you can easily make your photos truly amazing with our AI powered editing features — the possibilities are limitless. With incredible features such as Magic Avatar, AI Fashion, Sky Transformer, and Background Editor, MyEdit empowers you to effortlessly bring your wildest artistic visions to life!

Our AI generator turns your photos into stunning portraits with thousands of possible styles. Just upload your pictures, and let our AI generator do the rest!

MyEdit Features: 

FUN WITH AI TOOLS
• Explore endless styles, content, and more
• Generate funny portraits 
• Turn daily pics into stunning new images
• Edit photos of custom magic avatars(AI avatar) and go viral on your socials
• Find out how you’d look i","AI Headshot Generator, AI Photo Editor, AI Drawing, AI Filter & AI Art Maker",Everyone,,1.21.0,1770266424.0,"Aug 31, 2023",,Freemium,0.0,True,True,https://play.google.com/store/apps/details?id=com.cyberlink.vividai&hl=en&gl=us,https://play-lh.googleusercontent.com/d4k-1BUhGeo5A4b8-pg-y6pYlrkHQy92Zw7ydZ-0cvTYBEf5lXIlzMeqSGseh-kauFG2,ART_AND_DESIGN,868,0,61,105,1157,2026-02-21T08:03:47.474435
